iter	RMSE
191	6462.622911
192	6457.564629
193	6452.549116
194	6447.597897
195	6442.593425
196	6437.565472
197	6432.482361
198	6427.497179
199	6422.512991
200	6417.648641
201	6412.765662
202	6407.788664
203	6402.834288
204	6397.880763
205	6392.93328
206	6387.931603
207	6383.023285
208	6378.082617
209	6373.177022
210	6368.205953
211	6363.249863
212	6358.278532
213	6353.358089
214	6348.428033
215	6343.625063
216	6338.751289
217	6333.803385
218	6328.955225
219	6324.052415
220	6319.210919
221	6314.35992
222	6309.454361
223	6304.613241
224	6299.729265
225	6294.879612
226	6289.972136
227	6285.118876
228	6280.326483
229	6275.561485
230	6270.722524
231	6265.933602
232	6261.117536
233	6256.317176
234	6251.478253
235	6246.672581
236	6241.846299
237	6237.134101
238	6232.322702
239	6227.575619
240	6222.81424
241	6218.058608
242	6213.301054
243	6208.568266
244	6203.824775
245	6198.998079
246	6194.271398
247	6189.548439
248	6184.757261
249	6180.010051
250	6175.317743
251	6170.496551
252	6165.756364
253	6160.991866
254	6156.24242
255	6151.527836
256	6146.912288
257	6142.195301
258	6137.446921
259	6132.878641
260	6128.188171
261	6123.477645
262	6118.813795
263	6114.15392
264	6109.462329
265	6104.823923
266	6100.174506
267	6095.549586
268	6090.904805
269	6086.23083
270	6081.545887
271	6076.932911
272	6072.357401
273	6067.757104
274	6063.171869
275	6058.597076
276	6054.093171
277	6049.485841
278	6044.902463
279	6040.326418
280	6035.751043
281	6031.224366
282	6026.690425
283	6022.110076
284	6017.532936
285	6012.96704
286	6008.392177
287	6003.877357
288	5999.411729
289	5994.874078
290	5990.326715
291	5985.801806
292	5981.321089
293	5976.797257
294	5972.303303
295	5967.838242
296	5963.341881
297	5958.838984
298	5954.294089
299	5949.850664
300	5945.460736
301	5941.016174
302	5936.544954
303	5932.053256
304	5927.596569
305	5923.154161
306	5918.719406
307	5914.335413
308	5909.902505
309	5905.411107
310	5900.97003
311	5896.543414
312	5892.081053
313	5887.704472
314	5883.258155
315	5878.776028
316	5874.330482
317	5869.853395
318	5865.427916
319	5861.026377
320	5856.600142
321	5852.199088
322	5847.775869
323	5843.424124
324	5839.025294
325	5834.610529
326	5830.252365
327	5825.935707
328	5821.518237
329	5817.165958
330	5812.828193
331	5808.47845
332	5804.157944
333	5799.759464
334	5795.40405
335	5791.058333
336	5786.76236
337	5782.506842
338	5778.250068
339	5773.982393
340	5769.671391
341	5765.410334
342	5761.102276
343	5756.808839
344	5752.581867
345	5748.346632
346	5744.030373
347	5739.705168
348	5735.477394
349	5731.209616
350	5727.023106
351	5722.765211
352	5718.442149
353	5714.236059
354	5710.104419
355	5705.827458
356	5701.622492
357	5697.370805
358	5693.07727
359	5688.824676
360	5684.619792
361	5680.426168
362	5676.242038
363	5672.006666
364	5667.818058
365	5663.626819
366	5659.472208
367	5655.329724
368	5651.179861
369	5646.956314
370	5642.770515
371	5638.563176
372	5634.477518
373	5630.327012
374	5626.195757
375	5622.015979
376	5617.836382
377	5613.754112
378	5609.614792
379	5605.462941
380	5601.351595
381	5597.217306
382	5593.066166
383	5588.988682
384	5584.849978
385	5580.77921
386	5576.709102
387	5572.597722
388	5568.519254
389	5564.416002
390	5560.347091
391	5556.256274
392	5552.146249
393	5548.105832
394	5544.054117
395	5539.954153
396	5535.872565
397	5531.819338
398	5527.748653
399	5523.719423
400	5519.648507
401	5515.602179
402	5511.506087
403	5507.503928
404	5503.428215
405	5499.356418
406	5495.360208
407	5491.363371
408	5487.374637
409	5483.311123
410	5479.250705
411	5475.251572
412	5471.264132
413	5467.311477
414	5463.299029
415	5459.290433
416	5455.311615
417	5451.330932
418	5447.393363
419	5443.487098
420	5439.498722
421	5435.529529
422	5431.533757
423	5427.634153
424	5423.706687
425	5419.738083
426	5415.764602
427	5411.829132
428	5407.924146
429	5403.960126
430	5400.12064
431	5396.207022
432	5392.237877
433	5388.286341
434	5384.339255
435	5380.385021
436	5376.478159
437	5372.580806
438	5368.617805
439	5364.711712
440	5360.861974
441	5356.994491
442	5353.101098
443	5349.219765
444	5345.348139
445	5341.463131
446	5337.562276
447	5333.685956
448	5329.775095
449	5325.990733
450	5322.122981
451	5318.22657
452	5314.355675
453	5310.484173
454	5306.681548
455	5302.913952
456	5299.169106
457	5295.356465
458	5291.549027
459	5287.751751
460	5283.919141
461	5280.080823
462	5276.293147
463	5272.447337
464	5268.708601
465	5264.87289
466	5261.126918
467	5257.376865
468	5253.565961
469	5249.750644
470	5245.944093
471	5242.167218
472	5238.435661
473	5234.660502
474	5230.909064
475	5227.194755
476	5223.406697
477	5219.64227
478	5215.869588
479	5212.163053
480	5208.435025
481	5204.646713
482	5200.950809
483	5197.242929
484	5193.489999
485	5189.839882
486	5186.228187
487	5182.475627
488	5178.807448
489	5175.080181
490	5171.435892
491	5167.773876
492	5164.111775
493	5160.400942
494	5156.680743
495	5152.992162
496	5149.289098
497	5145.638331
498	5142.006796
499	5138.353364
500	5134.649717
501	5131.025818
502	5127.3659
503	5123.759718
504	5120.128391
505	5116.509613
506	5112.88353
507	5109.22065
508	5105.602972
509	5101.953612
510	5098.350964
511	5094.739108
512	5091.084012
513	5087.46883
514	5083.788185
515	5080.187274
516	5076.599772
517	5073.004787
518	5069.359455
519	5065.825315
520	5062.294378
521	5058.770796
522	5055.223618
523	5051.710546
524	5048.151812
525	5044.605976
526	5041.083956
527	5037.548967
528	5034.070171
529	5030.532291
530	5027.024525
531	5023.49899
532	5019.897086
533	5016.349566
534	5012.767312
535	5009.295032
536	5005.758928
537	5002.23719
538	4998.705941
539	4995.229328
540	4991.692905
541	4988.190567
542	4984.655073
543	4981.195054
544	4977.646299
545	4974.155783
546	4970.631161
547	4967.154715
548	4963.701817
549	4960.257457
550	4956.911642
551	4953.45502
552	4949.982703
553	4946.513635
554	4943.057178
555	4939.587138
556	4936.182378
557	4932.759186
558	4929.346281
559	4925.896563
560	4922.456093
561	4919.036896
562	4915.640383
563	4912.276282
564	4908.902293
565	4905.449759
566	4902.035384
567	4898.611068
568	4895.234954
569	4891.843523
570	4888.430562
571	4885.071243
572	4881.662569
573	4878.255548
574	4874.949841
575	4871.596939
576	4868.230692
577	4864.888942
578	4861.53087
579	4858.188013
580	4854.856812
581	4851.509412
582	4848.244735
583	4844.831579
584	4841.446996
585	4838.191115
586	4834.894756
587	4831.58657
588	4828.230089
589	4824.932942
590	4821.677395
591	4818.353364
592	4814.988089
593	4811.71333
594	4808.412889
595	4805.129389
596	4801.810854
597	4798.479397
598	4795.180979
599	4791.905961
600	4788.625288
601	4785.320087
602	4782.053738
603	4778.785538
604	4775.533503
605	4772.212572
606	4768.950265
607	4765.700732
608	4762.488867
609	4759.218669
610	4755.972845
611	4752.671318
612	4749.407906
613	4746.160536
614	4742.932661
615	4739.677387
616	4736.427339
617	4733.184491
618	4729.936179
619	4726.712633
620	4723.474139
621	4720.295469
622	4717.055232
623	4713.874151
624	4710.659043
625	4707.402032
626	4704.207274
627	4701.012687
628	4697.817753
629	4694.618503
630	4691.42468
631	4688.234881
632	4685.068331
633	4681.862648
634	4678.72451
635	4675.561036
636	4672.384753
637	4669.232606
638	4666.102553
639	4662.932009
640	4659.809168
641	4656.694919
642	4653.563476
643	4650.484103
644	4647.35548
645	4644.215768
646	4641.087224
647	4637.967516
648	4634.867429
649	4631.719309
650	4628.595173
651	4625.482703
652	4622.336652
653	4619.201637
654	4616.015708
655	4612.865377
656	4609.787191
657	4606.717953
658	4603.66232
659	4600.548106
660	4597.41515
661	4594.298496
662	4591.212799
663	4588.151481
664	4585.12375
665	4582.051251
666	4579.033367
667	4575.970388
668	4572.86801
669	4569.756793
670	4566.691633
671	4563.608365
672	4560.591046
673	4557.559402
674	4554.574609
675	4551.521462
676	4548.483612
677	4545.46151
678	4542.416663
679	4539.396577
680	4536.374749
681	4533.341314
682	4530.343575
683	4527.332628
684	4524.340068
685	4521.361044
686	4518.378265
687	4515.39503
688	4512.443893
689	4509.452335
690	4506.422583
691	4503.467579
692	4500.478736
693	4497.502577
694	4494.536544
695	4491.573949
696	4488.574846
697	4485.565699
698	4482.581985
699	4479.616404
700	4476.702024
701	4473.80893
702	4470.842012
703	4467.875887
704	4464.942946
705	4461.971917
706	4459.017276
707	4456.116632
708	4453.175511
709	4450.248525
710	4447.28848
711	4444.377512
712	4441.5177
713	4438.513443
714	4435.654976
715	4432.749085
716	4429.825177
717	4426.893947
718	4423.924525
719	4421.062938
720	4418.163274
721	4415.294727
722	4412.411129
723	4409.527554
724	4406.673256
725	4403.719798
726	4400.906212
727	4398.034164
728	4395.215709
729	4392.318435
730	4389.461256
731	4386.633199
732	4383.7625
733	4380.844633
734	4377.975321
735	4375.100424
736	4372.297298
737	4369.449143
738	4366.601544
739	4363.800334
740	4360.890292
741	4358.057523
742	4355.233946
743	4352.417017
744	4349.641756
745	4346.813156
746	4344.060781
747	4341.235725
748	4338.383214
749	4335.571432
750	4332.811024
751	4330.027941
752	4327.262291
753	4324.499027
754	4321.71009
755	4318.920771
756	4316.181692
757	4313.392871
758	4310.597423
759	4307.821543
760	4305.017829
761	4302.225019
762	4299.455459
763	4296.677864
764	4293.941854
765	4291.172
766	4288.430763
767	4285.672308
768	4282.880774
769	4280.132761
770	4277.35342
771	4274.608297
772	4271.835016
773	4269.026972
774	4266.302326
775	4263.524029
776	4260.779334
777	4258.09876
778	4255.350456
779	4252.612292
780	4249.887052
781	4247.123475
782	4244.459571
783	4241.779879
784	4239.084851
785	4236.392229
786	4233.681914
787	4230.995555
788	4228.317383
789	4225.585579
790	4222.862381
791	4220.142201
792	4217.495582
793	4214.82312
794	4212.109625
795	4209.424304
796	4206.734547
797	4204.091279
798	4201.413589
799	4198.732441
800	4196.04108
801	4193.390194
802	4190.685608
803	4188.04465
804	4185.380282
805	4182.781066
806	4180.112773
807	4177.413917
808	4174.803257
809	4172.180294
810	4169.545386
811	4166.904635
812	4164.301267
813	4161.687608
814	4159.026067
815	4156.412311
816	4153.817969
817	4151.204704
818	4148.589299
819	4145.953927
820	4143.323128
821	4140.725162
822	4138.208796
823	4135.606696
824	4132.989967
825	4130.419566
826	4127.772356
827	4125.21173
828	4122.631015
829	4120.009804
830	4117.463269
831	4114.9156
832	4112.38195
833	4109.806799
834	4107.260462
835	4104.673296
836	4102.088986
837	4099.493011
838	4096.929003
839	4094.433341
840	4091.873986
841	4089.318543
842	4086.788038
843	4084.255302
844	4081.756046
845	4079.275982
846	4076.6675
847	4074.171875
848	4071.674806
849	4069.153992
850	4066.587852
851	4064.093571
852	4061.574551
853	4059.045999
854	4056.585375
855	4054.072311
856	4051.544286
857	4049.097444
858	4046.604662
859	4044.089134
860	4041.6085
861	4039.081115
862	4036.59454
863	4034.081717
864	4031.636226
865	4029.173305
866	4026.661755
867	4024.270198
868	4021.839672
869	4019.373815
870	4016.914321
871	4014.404467
872	4011.949692
873	4009.5436
874	4007.131487
875	4004.696363
876	4002.255429
877	3999.826189
878	3997.379261
879	3994.895552
880	3992.491602
881	3990.085691
882	3987.595043
883	3985.1934
884	3982.779948
885	3980.316787
886	3977.813795
887	3975.432083
888	3973.003429
889	3970.593899
890	3968.208101
891	3965.798775
892	3963.384414
893	3960.959407
894	3958.527617
895	3956.096156
896	3953.665657
897	3951.282091
898	3948.894663
899	3946.499737
900	3944.138556
901	3941.782769
902	3939.406976
903	3937.022187
904	3934.669595
905	3932.307862
906	3929.873712
907	3927.492207
908	3925.08835
909	3922.686122
910	3920.310843
911	3917.948309
912	3915.557096
913	3913.216672
914	3910.830723
915	3908.450152
916	3906.144654
917	3903.845787
918	3901.491752
919	3899.087416
920	3896.753856
921	3894.449079
922	3892.14583
923	3889.783042
924	3887.439454
925	3885.134629
926	3882.83615
927	3880.506452
928	3878.177705
929	3875.836252
930	3873.556495
931	3871.205437
932	3868.89631
933	3866.58809
934	3864.281793
935	3861.97677
936	3859.702845
937	3857.377287
938	3855.075448
939	3852.797905
940	3850.556
941	3848.289698
942	3845.967767
943	3843.689138
944	3841.459529
945	3839.175644
946	3836.945637
947	3834.681318
948	3832.395845
949	3830.12281
950	3827.889396
951	3825.665857
952	3823.382232
953	3821.104978
954	3818.846417
955	3816.611582
956	3814.386505
957	3812.143598
958	3809.870537
959	3807.612188
960	3805.330855
961	3803.130783
962	3800.933514
963	3798.695256
964	3796.459128
965	3794.216794
966	3791.935824
967	3789.647832
968	3787.428438
969	3785.215806
970	3783.053057
971	3780.808116
972	3778.561472
973	3776.352156
974	3774.118524
975	3771.832079
976	3769.652695
977	3767.414567
978	3765.234571
979	3762.973079
980	3760.763889
981	3758.53257
982	3756.407735
983	3754.171768
984	3752.01355
985	3749.826141
986	3747.620183
987	3745.430879
988	3743.246241
989	3741.058898
990	3738.861259
991	3736.667099
992	3734.514595
993	3732.350428
994	3730.218209
995	3728.075997
996	3725.905353
997	3723.725046
998	3721.580248
999	3719.439237
1000	3717.35757
1001	3715.203835
1002	3713.08709
1003	3710.950403
1004	3708.827301
1005	3706.678758
1006	3704.614663
1007	3702.478666
1008	3700.34809
1009	3698.217392
1010	3696.135437
1011	3693.96935
1012	3691.809617
1013	3689.723358
1014	3687.600008
1015	3685.463859
1016	3683.309137
1017	3681.206734
1018	3679.08428
1019	3677.022577
1020	3674.902259
1021	3672.844684
1022	3670.772736
1023	3668.669124
1024	3666.596062
1025	3664.514733
1026	3662.463403
1027	3660.315751
1028	3658.169465
1029	3656.078361
1030	3654.011813
1031	3651.918553
1032	3649.852868
1033	3647.809805
1034	3645.728143
1035	3643.707986
1036	3641.668366
1037	3639.634342
1038	3637.561324
1039	3635.505605
1040	3633.462827
1041	3631.35216
1042	3629.318175
1043	3627.293688
1044	3625.223512
1045	3623.197092
1046	3621.148671
1047	3619.082212
1048	3617.067113
1049	3615.038159
1050	3612.976735
1051	3610.938037
1052	3608.926249
1053	3606.893994
1054	3604.867935
1055	3602.838839
1056	3600.777874
1057	3598.738815
1058	3596.69658
1059	3594.666315
1060	3592.688253
1061	3590.685682
1062	3588.641571
1063	3586.581074
1064	3584.513564
1065	3582.556665
1066	3580.556887
1067	3578.484409
1068	3576.491803
1069	3574.520996
1070	3572.527149
1071	3570.592392
1072	3568.598538
1073	3566.617901
1074	3564.657219
1075	3562.655109
1076	3560.666464
1077	3558.727631
1078	3556.741243
1079	3554.742153
1080	3552.784457
1081	3550.834409
1082	3548.861901
1083	3546.852896
1084	3544.906092
1085	3542.941997
1086	3540.9808
1087	3539.012891
1088	3537.015103
1089	3535.052614
1090	3533.10578
1091	3531.119087
1092	3529.15974
1093	3527.229746
1094	3525.238642
1095	3523.340666
1096	3521.406782
1097	3519.42354
1098	3517.528806
1099	3515.588129
1100	3513.660535
1101	3511.740059
1102	3509.769918
1103	3507.845491
1104	3505.858165
1105	3503.950522
1106	3502.01389
1107	3500.05691
1108	3498.143132
1109	3496.252581
1110	3494.324572
1111	3492.435241
1112	3490.542409
1113	3488.604689
1114	3486.710259
1115	3484.846259
1116	3482.950603
1117	3481.053323
1118	3479.178398
1119	3477.240919
1120	3475.38522
1121	3473.495502
1122	3471.614709
1123	3469.753092
1124	3467.878453
1125	3466.020863
1126	3464.144888
1127	3462.289975
1128	3460.432358
1129	3458.573053
1130	3456.698756
1131	3454.777859
1132	3452.927694
1133	3451.080184
1134	3449.224015
1135	3447.3933
1136	3445.509346
1137	3443.622932
1138	3441.75702
1139	3439.847449
1140	3438.017434
1141	3436.185018
1142	3434.337334
1143	3432.486202
1144	3430.647806
1145	3428.84591
1146	3427.050469
1147	3425.141355
1148	3423.280555
1149	3421.380786
1150	3419.5949
1151	3417.756355
1152	3415.937437
1153	3414.154228
1154	3412.314889
1155	3410.499401
1156	3408.64699
1157	3406.860932
1158	3404.9787
1159	3403.169995
1160	3401.333668
1161	3399.527835
1162	3397.67552
1163	3395.898055
1164	3394.12042
1165	3392.365298
1166	3390.539285
1167	3388.744178
1168	3386.927113
1169	3385.195554
1170	3383.39119
1171	3381.57561
1172	3379.825557
1173	3378.052119
1174	3376.265174
1175	3374.481837
1176	3372.717204
1177	3370.956561
1178	3369.139145
1179	3367.368762
1180	3365.582282
1181	3363.791313
1182	3362.003211
1183	3360.258486
1184	3358.506771
1185	3356.721868
1186	3354.992453
1187	3353.242535
1188	3351.516625
1189	3349.767484
1190	3347.993392
1191	3346.254446
1192	3344.468969
1193	3342.67426
1194	3340.927676
1195	3339.132982
1196	3337.350784
1197	3335.591691
1198	3333.856119
1199	3332.15029
1200	3330.384751
1201	3328.656617
1202	3326.941011
1203	3325.263611
1204	3323.49095
1205	3321.775384
1206	3320.087256
1207	3318.347702
1208	3316.658012
1209	3314.926427
1210	3313.234396
1211	3311.501595
1212	3309.785137
1213	3308.113165
1214	3306.397282
1215	3304.718108
1216	3303.040274
1217	3301.320175
1218	3299.589091
1219	3297.930698
1220	3296.192271
1221	3294.510782
1222	3292.817152
1223	3291.064689
1224	3289.4126
1225	3287.72128
1226	3286.011409
1227	3284.302978
1228	3282.622465
1229	3280.926618
1230	3279.250077
1231	3277.586617
1232	3275.921622
1233	3274.256126
1234	3272.567737
1235	3270.88636
1236	3269.243503
1237	3267.590566
1238	3265.949678
1239	3264.266646
1240	3262.64227
1241	3261.028986
1242	3259.371383
1243	3257.7008
1244	3256.048713
1245	3254.41873
1246	3252.762395
1247	3251.146038
1248	3249.453034
1249	3247.798382
1250	3246.164713
1251	3244.514114
1252	3242.859892
1253	3241.184068
1254	3239.568682
1255	3237.911347
1256	3236.331854
1257	3234.668469
1258	3233.030993
1259	3231.379546
1260	3229.717412
1261	3228.074504
1262	3226.445938
1263	3224.840401
1264	3223.181194
1265	3221.568144
1266	3219.950642
1267	3218.284215
1268	3216.661808
1269	3215.096081
1270	3213.442884
1271	3211.851418
1272	3210.24026
1273	3208.593885
1274	3206.987677
1275	3205.401729
1276	3203.80726
1277	3202.243192
1278	3200.633391
1279	3199.054531
1280	3197.467274
1281	3195.900053
1282	3194.27692
1283	3192.669574
1284	3191.080212
1285	3189.512596
1286	3187.920432
1287	3186.347302
1288	3184.766651
1289	3183.181464
1290	3181.637693
1291	3180.022632
1292	3178.446809
1293	3176.910115
1294	3175.325489
1295	3173.77834
1296	3172.20541
1297	3170.622434
1298	3169.060095
1299	3167.536376
1300	3165.944361
1301	3164.420885
1302	3162.883833
1303	3161.340971
1304	3159.804755
1305	3158.261462
1306	3156.739318
1307	3155.174251
1308	3153.618988
1309	3152.089038
1310	3150.514458
1311	3148.967559
1312	3147.404141
1313	3145.883114
1314	3144.370961
1315	3142.822246
1316	3141.275222
1317	3139.758182
1318	3138.192017
1319	3136.66152
1320	3135.146359
1321	3133.612803
1322	3132.092868
1323	3130.581613
1324	3129.035513
1325	3127.532957
1326	3126.003179
1327	3124.509497
1328	3122.992289
1329	3121.490345
1330	3120.013982
1331	3118.509267
1332	3117.019874
1333	3115.552955
1334	3114.031534
1335	3112.529206
1336	3111.021983
1337	3109.556832
1338	3108.068479
1339	3106.55946
1340	3105.049736
1341	3103.563996
1342	3102.063621
1343	3100.597383
1344	3099.180077
1345	3097.656984
1346	3096.175565
1347	3094.738701
1348	3093.24446
1349	3091.761189
1350	3090.277431
1351	3088.800112
1352	3087.303691
1353	3085.811154
1354	3084.324785
1355	3082.835167
1356	3081.413188
1357	3079.909769
1358	3078.443019
1359	3076.981158
1360	3075.515794
1361	3074.038994
1362	3072.600678
1363	3071.125828
1364	3069.693716
1365	3068.252955
1366	3066.798386
1367	3065.303257
1368	3063.84692
1369	3062.386333
1370	3060.929551
1371	3059.48958
1372	3058.09235
1373	3056.613259
1374	3055.163443
1375	3053.723805
1376	3052.301024
1377	3050.86795
1378	3049.466161
1379	3048.052386
1380	3046.603741
1381	3045.182895
1382	3043.697609
1383	3042.247119
1384	3040.795575
1385	3039.381519
1386	3037.94197
1387	3036.511868
1388	3035.104548
1389	3033.675658
1390	3032.25804
1391	3030.815549
1392	3029.455786
1393	3028.065169
1394	3026.640884
1395	3025.222217
1396	3023.825526
1397	3022.437301
1398	3021.032336
1399	3019.628195
1400	3018.252654
1401	3016.8482
1402	3015.486364
1403	3014.113784
1404	3012.70862
1405	3011.358712
1406	3009.997699
1407	3008.563082
1408	3007.209535
1409	3005.855744
1410	3004.483343
1411	3003.094872
1412	3001.665449
1413	3000.247029
1414	2998.853246
1415	2997.481574
1416	2996.079544
1417	2994.720214
1418	2993.353528
1419	2991.9809
1420	2990.606524
1421	2989.211164
1422	2987.847134
1423	2986.501164
1424	2985.207001
1425	2983.823853
1426	2982.432079
1427	2981.026577
1428	2979.644181
1429	2978.285718
1430	2976.953032
1431	2975.607877
1432	2974.253092
1433	2972.948036
1434	2971.606542
1435	2970.263614
1436	2968.933852
1437	2967.588023
1438	2966.243741
1439	2964.924513
1440	2963.583041
1441	2962.28066
1442	2960.926718
1443	2959.630551
1444	2958.321169
1445	2957.006378
1446	2955.667811
1447	2954.356751
1448	2953.005517
1449	2951.691664
1450	2950.36019
1451	2949.026933
1452	2947.656717
1453	2946.338786
1454	2944.987528
1455	2943.643503
1456	2942.346048
1457	2941.044157
1458	2939.726946
1459	2938.417975
1460	2937.094966
1461	2935.772282
1462	2934.478874
1463	2933.177578
1464	2931.840713
1465	2930.510621
1466	2929.216415
1467	2927.927752
1468	2926.646995
1469	2925.31995
1470	2924.006897
1471	2922.761522
1472	2921.447625
1473	2920.122029
1474	2918.801998
1475	2917.488162
1476	2916.190276
1477	2914.930694
1478	2913.642659
1479	2912.366548
1480	2911.085045
1481	2909.815312
1482	2908.568884
1483	2907.28258
1484	2906.018186
1485	2904.723986
1486	2903.495109
1487	2902.244241
1488	2900.954783
1489	2899.668514
1490	2898.405219
1491	2897.105611
1492	2895.848665
1493	2894.574488
1494	2893.320536
1495	2892.058399
1496	2890.747189
1497	2889.493573
1498	2888.248207
1499	2887.027933
